ts,S,a,b,c,resid_5000,iv_5000,resid_5100,iv_5100,resid_5200,iv_5200,resid_5300,iv_5300,resid_5400,iv_5400,resid_5500,iv_5500
0,5250.0,-0.009278788218033018,0.0009416826192867329,0.24049911628874307,0.00014787569790200572,0.23932888794541363,9.346600623283408e-05,0.2400524738609791,-0.0011707260503268646,0.23922875414490702,0.0014300680555193734,0.24195143986344342,-0.0004609256320168842,0.23988141195178037,-3.97580773095485e-05,0.23983909350037574
100,5250.5,0.0037656402404514155,-0.004188160254706488,0.24118003547047318,0.0009024760483330452,0.24387603535056113,-0.0016342828329647396,0.24051380458474164,8.975706309560794e-05,0.2415592491447926,0.0003517883890666873,0.24128149705529217,0.0010529337450815024,0.24157415000796323,-0.0007626724126120754,0.23947432036995892
200,5250.5,-0.042318112173354926,0.004660784834576558,0.24202247219391476,-0.0005362911280205329,0.23533307247757912,0.001039966959028249,0.24051380458474164,2.1384451372286062e-05,0.2415592491447926,-0.0008663812990279129,0.24128149705529217,0.00018971281107385551,0.24157415000796323,0.00015160820557433285,0.23947432036995892
300,5250.5,-0.01888558670124063,0.0001613003016319411,0.24159411254552005,0.00019528880508942748,0.2396769721090794,-0.00031982739554131667,0.24051380458474164,5.615034785166895e-05,0.2415592491447926,-0.0002469701020117454,0.24128149705529217,0.0006286407512850478,0.24157415000796323,-0.0003132824066731099,0.23947432036995892
400,5250.5,-0.042318112173354926,0.004660784834576558,0.24202247219391476,-0.0005362911280205329,0.23533307247757912,0.001039966959028249,0.24051380458474164,2.1384451372286062e-05,0.2415592491447926,-0.0008663812990279129,0.24128149705529217,0.00018971281107385551,0.24157415000796323,0.00015160820557433285,0.23947432036995892
500,5249.5,0.017396100287620172,-0.004318940332497274,0.2400040128685471,-0.00013328200191975448,0.24317331064343456,0.0003537934634564033,0.24186322675347333,-9.413539812799798e-05,0.24025750973820692,-0.0005055299697740157,0.23929193380475045,0.0005446866175228549,0.24035823957324032,-0.00016553271115729573,0.24020327059626584
600,5248.5,0.017954124039606934,-0.0009299762165366394,0.2400009888609996,0.00023650541181061135,0.2424693938672543,7.850660574770796e-05,0.24093460496068003,-0.0011777122884232272,0.23895219412446023,0.000605720300521112,0.24062347493767744,0.0008257275290139698,0.24131129878163343,-0.0005687475586703961,0.24093281685709955
700,5248.5,0.017954124039606934,-0.0009299762165366394,0.2400009888609996,0.00023650541181061135,0.2424693938672543,7.850660574770796e-05,0.24093460496068003,-0.0011777122884232272,0.23895219412446023,0.000605720300521112,0.24062347493767744,0.0008257275290139698,0.24131129878163343,-0.0005687475586703961,0.24093281685709955
800,5247.5,0.012829714154134897,-0.0001543217230491411,0.24017556838296547,0.00017319269916130087,0.24176547709107404,-0.0006763270290842394,0.2400047910988331,0.0007595690667854538,0.24099301634430886,5.874527808485963e-05,0.24028194715380674,-0.0005569227235963925,0.24006916282773016,0.00024174270864868452,0.24166117104887969
900,5246.5,0.01768758372601955,0.0013888121796734015,0.24004296123444424,-0.0004000342825217773,0.2410603682458401,0.0008962890511655386,0.24132083533406262,-0.00034702999082844577,0.23967637607455256,-0.00028793676561369996,0.23993326695561412,3.166458499764824e-05,0.24101626169085505,0.00010704740280007008,0.24238952524065976
